No,Tanggal,Nama,Awal,Tambahan,Penjualan,Diambil,Sisa,Total
5719,19/06/2022,Pisang Coklat,5,0,2,0,3,2
5720,19/06/2022,Kacang Merah,4,0,4,0,0,4
5721,19/06/2022,Vanilla,3,5,3,0,5,3
5722,19/06/2022,Banana,3,0,1,0,2,1
5723,19/06/2022,Mocca,0,0,0,0,0,0
5724,19/06/2022,Susu,0,0,0,0,0,0
5725,19/06/2022,Srikaya,0,0,0,0,0,0
5726,19/06/2022,Roman Tape,7,0,4,0,3,4
5727,19/06/2022,Donat,0,0,0,0,0,0
5728,19/06/2022,Krumpul,7,0,4,0,3,4
5729,19/06/2022,Tiramisu,6,0,2,0,4,2
5730,20/06/2022,Bronis Kukus,7,4,3,0,8,3
5731,20/06/2022,Bronis Oven,5,0,1,0,4,1
5732,20/06/2022,F 20,0,1,0,0,1,0
5733,20/06/2022,B 20,0,1,0,0,1,0
5734,20/06/2022,F Kacang,0,0,0,0,0,0
5735,20/06/2022,B Kacang,0,0,0,0,0,0
5736,20/06/2022,Marmer Kotak,1,1,1,0,1,1
5737,20/06/2022,Marmer Bulat,2,1,1,0,2,1
5738,20/06/2022,Pandan Kotak,1,1,2,0,0,2
5739,20/06/2022,Pandan Bulat,0,1,0,0,1,0
5740,20/06/2022,Chiffon Keju,0,0,0,0,0,0
5741,20/06/2022,Chiffon Biasa,0,0,0,0,0,0
5742,20/06/2022,Bakpia,0,0,0,0,0,0
5743,20/06/2022,Tawar,2,4,6,0,0,6
5744,20/06/2022,Taker,4,0,0,0,4,0
5745,20/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
5746,20/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
5747,20/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
5748,20/06/2022,Roll Nanas K,1,0,1,0,0,1
5749,20/06/2022,Roll Coklat B,0,0,0,0,0,0
5750,20/06/2022,Roll Coklat K,0,2,2,0,0,2
5751,20/06/2022,Cake Tape,0,0,0,0,0,0
5752,20/06/2022,Cake Spekuk,0,0,0,0,0,0
5753,20/06/2022,Cake Keju,2,2,1,0,3,1
5754,20/06/2022,Cake Keju Meses,0,2,1,0,1,1
5755,20/06/2022,Cake Meses,0,0,0,0,0,0
5756,20/06/2022,Aloha,3,2,1,0,4,1
5757,20/06/2022,Abon,1,2,0,0,3,0
5758,20/06/2022,Ayam,1,7,2,0,6,2
5759,20/06/2022,Almond,0,0,0,0,0,0
5760,20/06/2022,Cocopandan,1,0,1,0,0,1
5761,20/06/2022,Cheesy,0,0,0,0,0,0
5762,20/06/2022,Chocy Lover,0,2,0,0,2,0
5763,20/06/2022,Cream Keju,3,2,0,1,4,1
5764,20/06/2022,Durian,2,2,0,0,4,0
5765,20/06/2022,Long Stik,2,2,0,0,4,0
5766,20/06/2022,Rapisa,2,2,1,0,3,1
5767,20/06/2022,Space Jam,0,0,0,0,0,0
5768,20/06/2022,Pisang Coklat,3,3,3,0,3,3
5769,20/06/2022,Kacang Merah,0,2,0,0,2,0
5770,20/06/2022,Vanilla,5,0,1,0,4,1
5771,20/06/2022,Banana,2,0,0,0,2,0
5772,20/06/2022,Mocca,0,0,0,0,0,0
5773,20/06/2022,Susu,0,0,0,0,0,0
5774,20/06/2022,Srikaya,0,0,0,0,0,0
5775,20/06/2022,Roman Tape,3,0,0,0,3,0
5776,20/06/2022,Donat,0,0,0,0,0,0
5777,20/06/2022,Krumpul,3,4,1,0,6,1
5778,20/06/2022,Tiramisu,4,0,3,0,1,3
5779,21/06/2022,Bronis Kukus,8,0,5,1,2,6
5780,21/06/2022,Bronis Oven,4,0,0,0,4,0
5781,21/06/2022,F 20,1,1,0,0,2,0
5782,21/06/2022,B 20,1,0,0,0,1,0
5783,21/06/2022,F Kacang,0,0,0,0,0,0
5784,21/06/2022,B Kacang,0,0,0,0,0,0
5785,21/06/2022,Marmer Kotak,1,0,0,0,1,0
5786,21/06/2022,Marmer Bulat,2,0,2,0,0,2
5787,21/06/2022,Pandan Kotak,0,0,0,0,0,0
5788,21/06/2022,Pandan Bulat,1,0,1,0,0,1
5789,21/06/2022,Chiffon Keju,0,0,0,0,0,0
5790,21/06/2022,Chiffon Biasa,0,0,0,0,0,0
5791,21/06/2022,Bakpia,0,0,0,0,0,0
5792,21/06/2022,Tawar,0,3,1,0,2,1
5793,21/06/2022,Taker,4,0,0,0,4,0
5794,21/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
5795,21/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
5796,21/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
5797,21/06/2022,Roll Nanas K,0,2,0,0,2,0
5798,21/06/2022,Roll Coklat B,0,0,0,0,0,0
5799,21/06/2022,Roll Coklat K,0,2,0,0,2,0
5800,21/06/2022,Cake Tape,0,3,1,0,2,1
5801,21/06/2022,Cake Spekuk,0,0,0,0,0,0
5802,21/06/2022,Cake Keju,3,0,3,0,0,3
5803,21/06/2022,Cake Keju Meses,1,0,1,0,0,1
5804,21/06/2022,Cake Meses,0,0,0,0,0,0
5805,21/06/2022,Aloha,4,0,2,0,2,2
5806,21/06/2022,Abon,3,0,1,0,2,1
5807,21/06/2022,Ayam,6,0,0,0,6,0
5808,21/06/2022,Almond,0,10,0,0,10,0
5809,21/06/2022,Cocopandan,0,2,0,0,2,0
5810,21/06/2022,Cheesy,0,0,0,0,0,0
5811,21/06/2022,Chocy Lover,2,0,0,0,2,0
5812,21/06/2022,Cream Keju,4,0,2,0,2,2
5813,21/06/2022,Durian,4,0,2,0,2,2
5814,21/06/2022,Long Stik,4,0,2,0,2,2
5815,21/06/2022,Rapisa,3,0,1,0,2,1
5816,21/06/2022,Space Jam,0,2,0,0,2,0
5817,21/06/2022,Pisang Coklat,3,3,1,0,5,1
5818,21/06/2022,Kacang Merah,2,0,0,0,2,0
5819,21/06/2022,Vanilla,4,2,5,0,1,5
5820,21/06/2022,Banana,2,2,2,0,2,2
5821,21/06/2022,Mocca,0,0,0,0,0,0
5822,21/06/2022,Susu,0,0,0,0,0,0
5823,21/06/2022,Srikaya,0,0,0,0,0,0
5824,21/06/2022,Roman Tape,3,3,3,0,3,3
5825,21/06/2022,Donat,0,2,0,0,2,0
5826,21/06/2022,Krumpul,6,0,2,0,4,2
5827,21/06/2022,Tiramisu,1,0,0,1,0,1
5828,22/06/2022,Bronis Kukus,2,4,2,0,4,2
5829,22/06/2022,Bronis Oven,4,0,3,0,1,3
5830,22/06/2022,F 20,2,0,2,0,0,2
5831,22/06/2022,B 20,1,0,1,0,0,1
5832,22/06/2022,F Kacang,0,0,0,0,0,0
5833,22/06/2022,B Kacang,0,0,0,0,0,0
5834,22/06/2022,Marmer Kotak,1,1,1,0,1,1
5835,22/06/2022,Marmer Bulat,0,1,1,0,0,1
5836,22/06/2022,Pandan Kotak,0,1,0,0,1,0
5837,22/06/2022,Pandan Bulat,0,1,1,0,0,1
5838,22/06/2022,Chiffon Keju,0,0,0,0,0,0
5839,22/06/2022,Chiffon Biasa,0,0,0,0,0,0
5840,22/06/2022,Bakpia,0,0,0,0,0,0
5841,22/06/2022,Tawar,2,4,1,1,4,2
5842,22/06/2022,Taker,4,0,0,0,4,0
5843,22/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
5844,22/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
5845,22/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
5846,22/06/2022,Roll Nanas K,2,0,2,0,0,2
5847,22/06/2022,Roll Coklat B,0,0,0,0,0,0
5848,22/06/2022,Roll Coklat K,2,0,2,0,0,2
5849,22/06/2022,Cake Tape,2,0,2,0,0,2
5850,22/06/2022,Cake Spekuk,0,0,0,0,0,0
5851,22/06/2022,Cake Keju,0,2,0,0,2,0
5852,22/06/2022,Cake Keju Meses,0,2,1,0,1,1
5853,22/06/2022,Cake Meses,0,0,0,0,0,0
5854,22/06/2022,Aloha,2,2,0,0,4,0
5855,22/06/2022,Abon,2,3,0,0,5,0
5856,22/06/2022,Ayam,6,2,0,0,8,0
5857,22/06/2022,Almond,10,0,2,3,5,5
5858,22/06/2022,Cocopandan,2,2,2,0,2,2
5859,22/06/2022,Cheesy,0,0,0,0,0,0
5860,22/06/2022,Chocy Lover,2,2,0,0,4,0
5861,22/06/2022,Cream Keju,2,5,0,0,7,0
5862,22/06/2022,Durian,2,2,1,0,3,1
5863,22/06/2022,Long Stik,2,2,0,0,4,0
5864,22/06/2022,Rapisa,2,2,0,0,4,0
5865,22/06/2022,Space Jam,2,2,0,0,4,0
5866,22/06/2022,Pisang Coklat,5,5,0,0,10,0
5867,22/06/2022,Kacang Merah,2,2,2,0,2,2
5868,22/06/2022,Vanilla,1,1,0,0,2,0
5869,22/06/2022,Banana,2,0,0,0,2,0
5870,22/06/2022,Mocca,0,0,0,0,0,0
5871,22/06/2022,Susu,0,0,0,0,0,0
5872,22/06/2022,Srikaya,0,0,0,0,0,0
5873,22/06/2022,Roman Tape,3,0,2,0,1,2
5874,22/06/2022,Donat,2,0,0,0,2,0
5875,22/06/2022,Krumpul,4,0,0,0,4,0
5876,22/06/2022,Tiramisu,0,0,0,0,0,0
5877,23/06/2022,Bronis Kukus,4,4,3,0,5,3
5878,23/06/2022,Bronis Oven,1,0,0,0,1,0
5879,23/06/2022,F 20,0,1,0,0,1,0
5880,23/06/2022,B 20,0,1,0,0,1,0
5881,23/06/2022,F Kacang,0,0,0,0,0,0
5882,23/06/2022,B Kacang,0,0,0,0,0,0
5883,23/06/2022,Marmer Kotak,1,1,0,0,2,0
5884,23/06/2022,Marmer Bulat,0,1,0,0,1,0
5885,23/06/2022,Pandan Kotak,1,1,1,0,1,1
5886,23/06/2022,Pandan Bulat,0,1,0,0,1,0
5887,23/06/2022,Chiffon Keju,0,0,0,0,0,0
5888,23/06/2022,Chiffon Biasa,0,0,0,0,0,0
5889,23/06/2022,Bakpia,0,0,0,0,0,0
5890,23/06/2022,Tawar,4,2,3,0,3,3
5891,23/06/2022,Taker,4,4,1,0,7,1
5892,23/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
5893,23/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
5894,23/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
5895,23/06/2022,Roll Nanas K,0,2,0,0,2,0
5896,23/06/2022,Roll Coklat B,0,0,0,0,0,0
5897,23/06/2022,Roll Coklat K,0,2,0,0,2,0
5898,23/06/2022,Cake Tape,0,2,1,0,1,1
5899,23/06/2022,Cake Spekuk,0,0,0,0,0,0
5900,23/06/2022,Cake Keju,2,1,2,0,1,2
5901,23/06/2022,Cake Keju Meses,1,3,2,0,2,2
5902,23/06/2022,Cake Meses,0,0,0,0,0,0
5903,23/06/2022,Aloha,4,0,2,0,2,2
5904,23/06/2022,Abon,5,0,2,0,3,2
5905,23/06/2022,Ayam,8,0,6,0,2,6
5906,23/06/2022,Almond,5,0,5,0,0,5
5907,23/06/2022,Cocopandan,2,0,0,0,2,0
5908,23/06/2022,Cheesy,0,0,0,0,0,0
5909,23/06/2022,Chocy Lover,4,0,3,0,1,3
5910,23/06/2022,Cream Keju,7,0,3,0,4,3
5911,23/06/2022,Durian,3,0,1,0,2,1
5912,23/06/2022,Long Stik,4,0,3,0,1,3
5913,23/06/2022,Rapisa,4,0,3,0,1,3
5914,23/06/2022,Space Jam,4,0,0,0,4,0
5915,23/06/2022,Pisang Coklat,10,0,3,3,4,6
5916,23/06/2022,Kacang Merah,2,0,0,0,2,0
5917,23/06/2022,Vanilla,2,2,0,0,4,0
5918,23/06/2022,Banana,2,2,0,0,4,0
5919,23/06/2022,Mocca,0,0,0,0,0,0
5920,23/06/2022,Susu,0,0,0,0,0,0
5921,23/06/2022,Srikaya,0,0,0,0,0,0
5922,23/06/2022,Roman Tape,1,6,1,0,6,1
5923,23/06/2022,Donat,2,0,2,0,0,2
5924,23/06/2022,Krumpul,4,9,4,0,9,4
5925,23/06/2022,Tiramisu,0,0,0,0,0,0
5926,24/06/2022,Bronis Kukus,5,0,5,0,0,5
5927,24/06/2022,Bronis Oven,1,0,1,0,0,1
5928,24/06/2022,F 20,1,0,1,0,0,1
5929,24/06/2022,B 20,1,0,1,0,0,1
5930,24/06/2022,F Kacang,0,0,0,0,0,0
5931,24/06/2022,B Kacang,0,0,0,0,0,0
5932,24/06/2022,Marmer Kotak,2,0,2,0,0,2
5933,24/06/2022,Marmer Bulat,1,0,1,0,0,1
5934,24/06/2022,Pandan Kotak,1,0,1,0,0,1
5935,24/06/2022,Pandan Bulat,1,0,1,0,0,1
5936,24/06/2022,Chiffon Keju,0,0,0,0,0,0
5937,24/06/2022,Chiffon Biasa,0,0,0,0,0,0
5938,24/06/2022,Bakpia,0,0,0,0,0,0
5939,24/06/2022,Tawar,3,4,5,0,2,5
5940,24/06/2022,Taker,7,0,0,0,7,0
5941,24/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
5942,24/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
5943,24/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
5944,24/06/2022,Roll Nanas K,2,0,0,0,2,0
5945,24/06/2022,Roll Coklat B,0,0,0,0,0,0
5946,24/06/2022,Roll Coklat K,2,0,2,0,0,2
5947,24/06/2022,Cake Tape,1,0,1,0,0,1
5948,24/06/2022,Cake Spekuk,0,0,0,0,0,0
5949,24/06/2022,Cake Keju,1,0,1,0,0,1
5950,24/06/2022,Cake Keju Meses,2,0,2,0,0,2
5951,24/06/2022,Cake Meses,0,0,0,0,0,0
5952,24/06/2022,Aloha,2,0,0,0,2,0
5953,24/06/2022,Abon,3,1,3,0,1,3
5954,24/06/2022,Ayam,2,2,2,0,2,2
5955,24/06/2022,Almond,0,0,0,0,0,0
5956,24/06/2022,Cocopandan,2,0,0,0,2,0
5957,24/06/2022,Cheesy,0,0,0,0,0,0
5958,24/06/2022,Chocy Lover,1,2,0,0,3,0
5959,24/06/2022,Cream Keju,4,0,2,0,2,2
5960,24/06/2022,Durian,2,0,0,0,2,0
5961,24/06/2022,Long Stik,1,0,0,0,1,0
5962,24/06/2022,Rapisa,1,0,0,0,1,0
5963,24/06/2022,Space Jam,4,0,2,0,2,2
5964,24/06/2022,Pisang Coklat,4,3,4,0,3,4
5965,24/06/2022,Kacang Merah,2,0,0,0,2,0
5966,24/06/2022,Vanilla,4,0,2,0,2,2
5967,24/06/2022,Banana,4,0,2,0,2,2
5968,24/06/2022,Mocca,0,0,0,0,0,0
5969,24/06/2022,Susu,0,0,0,0,0,0
5970,24/06/2022,Srikaya,0,0,0,0,0,0
5971,24/06/2022,Roman Tape,6,0,1,0,5,1
5972,24/06/2022,Donat,0,1,0,0,1,0
5973,24/06/2022,Krumpul,9,0,4,0,5,4
5974,24/06/2022,Tiramisu,0,3,0,0,3,0
5975,25/06/2022,Bronis Kukus,0,4,2,0,2,2
5976,25/06/2022,Bronis Oven,0,4,0,0,4,0
5977,25/06/2022,F 20,0,1,1,0,0,1
5978,25/06/2022,B 20,0,1,1,0,0,1
5979,25/06/2022,F Kacang,0,0,0,0,0,0
5980,25/06/2022,B Kacang,0,0,0,0,0,0
5981,25/06/2022,Marmer Kotak,0,1,0,0,1,0
5982,25/06/2022,Marmer Bulat,0,1,0,0,1,0
5983,25/06/2022,Pandan Kotak,0,1,0,0,1,0
5984,25/06/2022,Pandan Bulat,0,1,0,0,1,0
5985,25/06/2022,Chiffon Keju,0,0,0,0,0,0
5986,25/06/2022,Chiffon Biasa,0,0,0,0,0,0
5987,25/06/2022,Bakpia,0,0,0,0,0,0
5988,25/06/2022,Tawar,2,4,3,0,3,3
5989,25/06/2022,Taker,7,0,0,0,7,0
5990,25/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
5991,25/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
5992,25/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
5993,25/06/2022,Roll Nanas K,2,2,2,0,2,2
5994,25/06/2022,Roll Coklat B,0,0,0,0,0,0
5995,25/06/2022,Roll Coklat K,0,2,0,0,2,0
5996,25/06/2022,Cake Tape,0,3,1,0,2,1
5997,25/06/2022,Cake Spekuk,0,0,0,0,0,0
5998,25/06/2022,Cake Keju,0,2,1,0,1,1
5999,25/06/2022,Cake Keju Meses,0,2,0,0,2,0
6000,25/06/2022,Cake Meses,0,0,0,0,0,0
6001,25/06/2022,Aloha,2,2,2,0,2,2
6002,25/06/2022,Abon,1,0,0,0,1,0
6003,25/06/2022,Ayam,2,0,0,0,2,0
6004,25/06/2022,Almond,0,0,0,0,0,0
6005,25/06/2022,Cocopandan,2,2,2,0,2,2
6006,25/06/2022,Cheesy,0,0,0,0,0,0
6007,25/06/2022,Chocy Lover,3,0,0,1,2,1
6008,25/06/2022,Cream Keju,2,2,2,0,2,2
6009,25/06/2022,Durian,2,2,2,0,2,2
6010,25/06/2022,Long Stik,1,2,1,0,2,1
6011,25/06/2022,Rapisa,1,2,1,0,2,1
6012,25/06/2022,Space Jam,2,2,2,0,2,2
6013,25/06/2022,Pisang Coklat,3,4,0,0,7,0
6014,25/06/2022,Kacang Merah,2,2,2,0,2,2
6015,25/06/2022,Vanilla,2,0,0,0,2,0
6016,25/06/2022,Banana,2,0,0,0,2,0
6017,25/06/2022,Mocca,0,0,0,0,0,0
6018,25/06/2022,Susu,0,0,0,0,0,0
6019,25/06/2022,Srikaya,0,0,0,0,0,0
6020,25/06/2022,Roman Tape,5,6,1,0,10,1
6021,25/06/2022,Donat,1,0,0,0,1,0
6022,25/06/2022,Krumpul,5,3,2,0,6,2
6023,25/06/2022,Tiramisu,3,0,1,0,2,1
6024,26/06/2022,Bronis Kukus,2,0,1,0,1,1
6025,26/06/2022,Bronis Oven,4,0,0,0,4,0
6026,26/06/2022,F 20,0,0,0,0,0,0
6027,26/06/2022,B 20,0,0,0,0,0,0
6028,26/06/2022,F Kacang,0,0,0,0,0,0
6029,26/06/2022,B Kacang,0,0,0,0,0,0
6030,26/06/2022,Marmer Kotak,1,0,1,0,0,1
6031,26/06/2022,Marmer Bulat,1,0,1,0,0,1
6032,26/06/2022,Pandan Kotak,1,0,1,0,0,1
6033,26/06/2022,Pandan Bulat,1,0,1,0,0,1
6034,26/06/2022,Chiffon Keju,0,0,0,0,0,0
6035,26/06/2022,Chiffon Biasa,0,0,0,0,0,0
6036,26/06/2022,Bakpia,0,0,0,0,0,0
6037,26/06/2022,Tawar,3,0,2,1,0,3
6038,26/06/2022,Taker,7,0,0,0,7,0
6039,26/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
6040,26/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
6041,26/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
6042,26/06/2022,Roll Nanas K,2,0,0,0,2,0
6043,26/06/2022,Roll Coklat B,0,0,0,0,0,0
6044,26/06/2022,Roll Coklat K,2,0,0,0,2,0
6045,26/06/2022,Cake Tape,2,0,2,0,0,2
6046,26/06/2022,Cake Spekuk,0,0,0,0,0,0
6047,26/06/2022,Cake Keju,1,0,1,0,0,1
6048,26/06/2022,Cake Keju Meses,2,0,1,0,1,1
6049,26/06/2022,Cake Meses,0,0,0,0,0,0
6050,26/06/2022,Aloha,2,0,0,0,2,0
6051,26/06/2022,Abon,1,0,0,0,1,0
6052,26/06/2022,Ayam,2,0,2,0,0,2
6053,26/06/2022,Almond,0,0,0,0,0,0
6054,26/06/2022,Cocopandan,2,0,0,0,2,0
6055,26/06/2022,Cheesy,0,0,0,0,0,0
6056,26/06/2022,Chocy Lover,2,0,0,0,2,0
6057,26/06/2022,Cream Keju,2,0,0,0,2,0
6058,26/06/2022,Durian,2,0,0,0,2,0
6059,26/06/2022,Long Stik,2,0,0,0,2,0
6060,26/06/2022,Rapisa,2,0,0,0,2,0
6061,26/06/2022,Space Jam,2,0,0,0,2,0
6062,26/06/2022,Pisang Coklat,7,0,4,0,3,4
6063,26/06/2022,Kacang Merah,2,0,2,0,0,2
6064,26/06/2022,Vanilla,2,0,2,0,0,2
6065,26/06/2022,Banana,2,0,2,0,0,2
6066,26/06/2022,Mocca,0,0,0,0,0,0
6067,26/06/2022,Susu,0,2,0,0,2,0
6068,26/06/2022,Srikaya,0,0,0,0,0,0
6069,26/06/2022,Roman Tape,10,0,6,0,4,6
6070,26/06/2022,Donat,1,0,1,0,0,1
6071,26/06/2022,Krumpul,6,0,5,0,1,5
6072,26/06/2022,Tiramisu,2,0,0,1,1,1
6073,27/06/2022,Bronis Kukus,1,4,4,0,1,4
6074,27/06/2022,Bronis Oven,4,0,0,0,4,0
6075,27/06/2022,F 20,0,3,1,0,2,1
6076,27/06/2022,B 20,0,2,1,0,1,1
6077,27/06/2022,F Kacang,0,0,0,0,0,0
6078,27/06/2022,B Kacang,0,0,0,0,0,0
6079,27/06/2022,Marmer Kotak,0,1,0,0,1,0
6080,27/06/2022,Marmer Bulat,0,1,0,0,1,0
6081,27/06/2022,Pandan Kotak,0,1,0,0,1,0
6082,27/06/2022,Pandan Bulat,0,1,1,0,0,1
6083,27/06/2022,Chiffon Keju,0,0,0,0,0,0
6084,27/06/2022,Chiffon Biasa,0,0,0,0,0,0
6085,27/06/2022,Bakpia,0,0,0,0,0,0
6086,27/06/2022,Tawar,0,4,4,0,0,4
6087,27/06/2022,Taker,7,0,0,0,7,0
6088,27/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
6089,27/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
6090,27/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
6091,27/06/2022,Roll Nanas K,2,2,3,0,1,3
6092,27/06/2022,Roll Coklat B,0,0,0,0,0,0
6093,27/06/2022,Roll Coklat K,2,2,2,0,2,2
6094,27/06/2022,Cake Tape,0,3,0,0,3,0
6095,27/06/2022,Cake Spekuk,0,0,0,0,0,0
6096,27/06/2022,Cake Keju,0,1,1,0,0,1
6097,27/06/2022,Cake Keju Meses,1,3,2,0,2,2
6098,27/06/2022,Cake Meses,0,0,0,0,0,0
6099,27/06/2022,Aloha,2,2,0,0,4,0
6100,27/06/2022,Abon,1,2,3,0,0,3
6101,27/06/2022,Ayam,0,2,1,0,1,1
6102,27/06/2022,Almond,0,0,0,0,0,0
6103,27/06/2022,Cocopandan,2,2,1,0,3,1
6104,27/06/2022,Cheesy,0,5,0,0,5,0
6105,27/06/2022,Chocy Lover,2,2,2,0,2,2
6106,27/06/2022,Cream Keju,2,2,0,0,4,0
6107,27/06/2022,Durian,2,2,2,0,2,2
6108,27/06/2022,Long Stik,2,2,0,0,4,0
6109,27/06/2022,Rapisa,2,2,0,0,4,0
6110,27/06/2022,Space Jam,2,2,0,0,4,0
6111,27/06/2022,Pisang Coklat,3,6,3,0,6,3
6112,27/06/2022,Kacang Merah,0,2,0,0,2,0
6113,27/06/2022,Vanilla,0,0,0,0,0,0
6114,27/06/2022,Banana,0,2,0,0,2,0
6115,27/06/2022,Mocca,0,0,0,0,0,0
6116,27/06/2022,Susu,2,0,2,0,0,2
6117,27/06/2022,Srikaya,0,0,0,0,0,0
6118,27/06/2022,Roman Tape,4,6,4,0,6,4
6119,27/06/2022,Donat,0,0,0,0,0,0
6120,27/06/2022,Krumpul,1,4,0,0,5,0
6121,27/06/2022,Tiramisu,1,3,0,1,3,1
6122,28/06/2022,Bronis Kukus,1,4,3,0,2,3
6123,28/06/2022,Bronis Oven,4,0,3,0,1,3
6124,28/06/2022,F 20,2,1,2,0,1,2
6125,28/06/2022,B 20,1,1,0,0,2,0
6126,28/06/2022,F Kacang,0,0,0,0,0,0
6127,28/06/2022,B Kacang,0,0,0,0,0,0
6128,28/06/2022,Marmer Kotak,1,0,1,0,0,1
6129,28/06/2022,Marmer Bulat,1,0,0,0,1,0
6130,28/06/2022,Pandan Kotak,1,0,0,0,1,0
6131,28/06/2022,Pandan Bulat,0,0,0,0,0,0
6132,28/06/2022,Chiffon Keju,0,0,0,0,0,0
6133,28/06/2022,Chiffon Biasa,0,0,0,0,0,0
6134,28/06/2022,Bakpia,0,0,0,0,0,0
6135,28/06/2022,Tawar,0,4,0,0,4,0
6136,28/06/2022,Taker,7,0,0,0,7,0
6137,28/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
6138,28/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
6139,28/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
6140,28/06/2022,Roll Nanas K,1,0,1,0,0,1
6141,28/06/2022,Roll Coklat B,0,0,0,0,0,0
6142,28/06/2022,Roll Coklat K,2,0,1,0,1,1
6143,28/06/2022,Cake Tape,3,0,1,0,2,1
6144,28/06/2022,Cake Spekuk,0,0,0,0,0,0
6145,28/06/2022,Cake Keju,0,2,0,0,2,0
6146,28/06/2022,Cake Keju Meses,2,2,2,0,2,2
6147,28/06/2022,Cake Meses,0,0,0,0,0,0
6148,28/06/2022,Aloha,4,2,5,0,1,5
6149,28/06/2022,Abon,0,2,0,0,2,0
6150,28/06/2022,Ayam,1,2,1,0,2,1
6151,28/06/2022,Almond,0,0,0,0,0,0
6152,28/06/2022,Cocopandan,3,2,1,0,4,1
6153,28/06/2022,Cheesy,5,0,2,0,3,2
6154,28/06/2022,Chocy Lover,2,7,4,0,5,4
6155,28/06/2022,Cream Keju,4,2,2,0,4,2
6156,28/06/2022,Durian,2,2,0,0,4,0
6157,28/06/2022,Long Stik,4,2,3,0,3,3
6158,28/06/2022,Rapisa,4,2,2,0,4,2
6159,28/06/2022,Space Jam,4,0,2,0,2,2
6160,28/06/2022,Pisang Coklat,6,4,4,0,6,4
6161,28/06/2022,Kacang Merah,2,2,0,0,4,0
6162,28/06/2022,Vanilla,0,0,0,0,0,0
6163,28/06/2022,Banana,2,0,0,0,2,0
6164,28/06/2022,Mocca,0,0,0,0,0,0
6165,28/06/2022,Susu,0,0,0,0,0,0
6166,28/06/2022,Srikaya,0,0,0,0,0,0
6167,28/06/2022,Roman Tape,6,0,0,0,6,0
6168,28/06/2022,Donat,0,2,1,0,1,1
6169,28/06/2022,Krumpul,5,4,2,0,7,2
6170,28/06/2022,Tiramisu,3,3,1,0,5,1
6171,29/06/2022,Bronis Kukus,2,4,2,0,4,2
6172,29/06/2022,Bronis Oven,1,3,0,0,4,0
6173,29/06/2022,F 20,1,1,1,0,1,1
6174,29/06/2022,B 20,2,0,0,0,2,0
6175,29/06/2022,F Kacang,0,0,0,0,0,0
6176,29/06/2022,B Kacang,0,0,0,0,0,0
6177,29/06/2022,Marmer Kotak,0,1,0,0,1,0
6178,29/06/2022,Marmer Bulat,1,1,0,0,2,0
6179,29/06/2022,Pandan Kotak,1,1,2,0,0,2
6180,29/06/2022,Pandan Bulat,0,1,1,0,0,1
6181,29/06/2022,Chiffon Keju,0,3,2,0,1,2
6182,29/06/2022,Chiffon Biasa,0,2,0,0,2,0
6183,29/06/2022,Bakpia,0,0,0,0,0,0
6184,29/06/2022,Tawar,4,4,4,0,4,4
6185,29/06/2022,Taker,7,0,1,0,6,1
6186,29/06/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
6187,29/06/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
6188,29/06/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
6189,29/06/2022,Roll Nanas K,0,2,0,1,1,1
6190,29/06/2022,Roll Coklat B,0,0,0,0,0,0
6191,29/06/2022,Roll Coklat K,1,2,2,0,1,2
6192,29/06/2022,Cake Tape,2,0,2,0,0,2
6193,29/06/2022,Cake Spekuk,0,0,0,0,0,0
